dataset,seed,lambda,auc_roc,neg_brier
SPECT Heart,2,0.2,0.8964059196617337,-0.10090494868637337
SPECT Heart,2,0.3,0.8964059196617337,-0.10051388715718824
SPECT Heart,2,0.4,0.8964059196617337,-0.10007490396800503
SPECT Heart,2,0.5,0.8964059196617337,-0.09959751415205835
SPECT Heart,2,0.6,0.9006342494714588,-0.09911135644714114
SPECT Heart,2,0.7,0.9006342494714588,-0.09868461800384941
SPECT Heart,2,0.8,0.8985200845665962,-0.09845930827673414
SPECT Heart,2,0.9,0.9006342494714588,-0.09873161746780765
SPECT Heart,2,1.0,0.8964059196617337,-0.10004274989125088
SPECT Heart,2,1.1,0.904862579281184,-0.10276605949167018
SPECT Heart,2,1.2,0.9112050739957717,-0.10614688344315348
SPECT Heart,2,1.3,0.8964059196617337,-0.10897121751554187
SPECT Heart,2,1.4,0.8964059196617337,-0.11084256458128652
SPECT Heart,2,1.5,0.8942917547568711,-0.11195444209677474
SPECT Heart,2,1.6,0.879492600422833,-0.1125812686719583
SPECT Heart,2,1.7,0.879492600422833,-0.11291969615349878
SPECT Heart,2,1.8,0.879492600422833,-0.1130896842612022
SPECT Heart,2,1.9,0.879492600422833,-0.11316131140318858
SPECT Heart,2,2.0,0.879492600422833,-0.1131753716702268
SPECT Heart,3,0.0,0.7980972515856237,-0.10515968750867002
SPECT Heart,3,0.1,0.7980972515856237,-0.10512036538502931
SPECT Heart,3,0.2,0.8044397463002114,-0.10508117053992601
SPECT Heart,3,0.3,0.8044397463002114,-0.10504690128386736
SPECT Heart,3,0.4,0.8065539112050739,-0.10502858656482156
SPECT Heart,3,0.5,0.8065539112050739,-0.10505175779189171
SPECT Heart,3,0.6,0.8107822410147991,-0.10517669009293898
SPECT Heart,3,0.7,0.8107822410147991,-0.10554500230980901
SPECT Heart,3,0.8,0.8128964059196617,-0.10644243632190636
SPECT Heart,3,0.9,0.8234672304439745,-0.10803288109332605
SPECT Heart,3,1.0,0.8319238900634249,-0.10887913425999865
SPECT Heart,3,1.1,0.8319238900634249,-0.1076943161410966
SPECT Heart,3,1.2,0.8065539112050739,-0.10749411438047722
SPECT Heart,3,1.3,0.7980972515856237,-0.10804564463803573
SPECT Heart,3,1.4,0.8002114164904863,-0.10850980735857103
SPECT Heart,3,1.5,0.8002114164904863,-0.10882030149210449
SPECT Heart,3,1.6,0.7980972515856237,-0.10902845218175795
SPECT Heart,3,1.7,0.7938689217758985,-0.10917351529530063
SPECT Heart,3,1.8,0.7980972515856236,-0.10927880148317685
SPECT Heart,3,1.9,0.7980972515856236,-0.10935798849250714
SPECT Heart,3,2.0,0.7980972515856236,-0.10941935918783532
SPECT Heart,4,0.0,0.930232558139535,-0.08781626704456957
SPECT Heart,4,0.1,0.930232558139535,-0.08782556255934733
SPECT Heart,4,0.2,0.93446088794926,-0.0878770279905935
SPECT Heart,4,0.3,0.93446088794926,-0.08799407045632443
SPECT Heart,4,0.4,0.9323467230443974,-0.08819597533770877
SPECT Heart,4,0.5,0.9323467230443974,-0.08848786863351782
SPECT Heart,4,0.6,0.9323467230443974,-0.08885397088281875
SPECT Heart,4,0.7,0.9323467230443974,-0.0892599250692513
SPECT Heart,4,0.8,0.93446088794926,-0.08966370567892801
SPECT Heart,4,0.9,0.93446088794926,-0.0900282465839166
SPECT Heart,4,1.0,0.9365750528541226,-0.09032911387830779
SPECT Heart,4,1.1,0.9365750528541226,-0.09055562900188477
SPECT Heart,4,1.2,0.9365750528541226,-0.09070785561078178
SPECT Heart,4,1.3,0.9365750528541226,-0.09079246579056359
SPECT Heart,4,1.4,0.9365750528541226,-0.09081925107995652
SPECT Heart,4,1.5,0.9365750528541226,-0.09079878571686176
SPECT Heart,4,1.6,0.9365750528541226,-0.09074110265400866
SPECT Heart,4,1.7,0.9365750528541226,-0.0906550684079701
SPECT Heart,4,1.8,0.9365750528541226,-0.09054817796130402
SPECT Heart,4,1.9,0.9365750528541226,-0.09042657636403498
SPECT Heart,4,2.0,0.9365750528541226,-0.09029518825010588
Haberman Survival,0,0.0,0.7150326797385621,-0.20239260147864988
Haberman Survival,0,0.1,0.7163398692810458,-0.20198140724801214
Haberman Survival,0,0.2,0.7150326797385621,-0.20153541485948723
Haberman Survival,0,0.3,0.7176470588235294,-0.20105207343410111
Haberman Survival,0,0.4,0.7189542483660131,-0.20052923499428554
Haberman Survival,0,0.5,0.7176470588235294,-0.19996553333247938
Haberman Survival,0,0.6,0.7163398692810458,-0.19936092268008113
Haberman Survival,0,0.7,0.7124183006535948,-0.19871739456790138
Haberman Survival,0,0.8,0.7150326797385621,-0.19803984089151289
Haberman Survival,0,0.9,0.7124183006535947,-0.19733691667992392
Haberman Survival,0,1.0,0.7176470588235294,-0.19662154693164946
Haberman Survival,0,1.1,0.7189542483660131,-0.19591042587319915
Haberman Survival,0,1.2,0.7189542483660131,-0.19522161432197538
Haberman Survival,0,1.3,0.7215686274509804,-0.19456955558797115
Haberman Survival,0,1.4,0.722875816993464,-0.19395816502386848
Haberman Survival,0,1.5,0.718954248366013,-0.19337549473612536
Haberman Survival,0,1.6,0.7202614379084967,-0.1927966718297795
Haberman Survival,0,1.7,0.7176470588235294,-0.19220130181661485
Haberman Survival,0,1.8,0.7176470588235294,-0.19160121141862782
Haberman Survival,0,1.9,0.7058823529411765,-0.19105495013018997
Haberman Survival,0,2.0,0.7045751633986929,-0.19064188107883248
Haberman Survival,1,0.0,0.6261437908496732,-0.24413098153339796
Haberman Survival,1,0.1,0.6287581699346405,-0.24294707755792244
Haberman Survival,1,0.2,0.6300653594771242,-0.24144172190568752
Haberman Survival,1,0.3,0.6274509803921569,-0.23950628884544653
Haberman Survival,1,0.4,0.6274509803921569,-0.23700697889496306
Haberman Survival,1,0.5,0.6287581699346405,-0.2338133280001353
Haberman Survival,1,0.6,0.6313725490196078,-0.22989390981579966
Haberman Survival,1,0.7,0.6274509803921569,-0.22551116742465296
Haberman Survival,1,0.8,0.6352941176470589,-0.2213643522519821
Haberman Survival,1,0.9,0.6431372549019608,-0.21823786110417956
Haberman Survival,1,1.0,0.6496732026143791,-0.21629500704909074
Haberman Survival,1,1.1,0.657516339869281,-0.21510853208231154
Haberman Survival,1,1.2,0.6562091503267974,-0.2142763711057983
Haberman Survival,1,1.3,0.661437908496732,-0.213647782703758
Haberman Survival,1,1.4,0.6588235294117647,-0.2131923695895699
Haberman Survival,1,1.5,0.6549019607843137,-0.21288537146219133
Haberman Survival,1,1.6,0.6549019607843137,-0.21269008926108401
Haberman Survival,1,1.7,0.6562091503267974,-0.2125710429422923
Haberman Survival,1,1.8,0.6562091503267974,-0.21250130898226602
Haberman Survival,1,1.9,0.657516339869281,-0.21246269315093294
Haberman Survival,1,2.0,0.6614379084967321,-0.21244352157411583
Haberman Survival,2,0.0,0.6300653594771242,-0.19172288199097046
Haberman Survival,2,0.1,0.6287581699346405,-0.19183203062150797
Haberman Survival,2,0.2,0.6300653594771242,-0.19197110869075124
Haberman Survival,2,0.3,0.6313725490196078,-0.19215378422250162
Haberman Survival,2,0.4,0.6300653594771243,-0.19240298123437452
Haberman Survival,2,0.5,0.6300653594771243,-0.19275949429986636
Haberman Survival,2,0.6,0.6300653594771242,-0.19330065358028928
Haberman Survival,2,0.7,0.6287581699346405,-0.1941814153152971
Haberman Survival,2,0.8,0.6222222222222222,-0.1957475052079468
Haberman Survival,2,0.9,0.6104575163398693,-0.19966127018905533
Haberman Survival,2,1.0,0.5856209150326797,-0.20946170059663505
Haberman Survival,2,1.1,0.5790849673202615,-0.2169316362087116
Haberman Survival,2,1.2,0.5725490196078431,-0.22109497694662292
Haberman Survival,2,1.3,0.5764705882352941,-0.22360629403236815
Haberman Survival,2,1.4,0.5725490196078431,-0.22524072020414856
Haberman Survival,2,1.5,0.5725490196078432,-0.22637337482608572
Haberman Survival,2,1.6,0.5725490196078432,-0.22719850167238795
Haberman Survival,2,1.7,0.5738562091503269,-0.22782378686336163
Haberman Survival,2,1.8,0.5712418300653594,-0.22831277355180166
Haberman Survival,2,1.9,0.5712418300653594,-0.22870502852145336
Haberman Survival,2,2.0,0.5725490196078431,-0.22902633527164257
Haberman Survival,3,0.0,0.7039215686274509,-0.18752513574991803
Haberman Survival,3,0.1,0.7065359477124182,-0.18718253507905552
Haberman Survival,3,0.2,0.7052287581699346,-0.18677222185485923
Haberman Survival,3,0.3,0.7091503267973857,-0.18628210662980102
Haberman Survival,3,0.4,0.7091503267973857,-0.18570358994226166
Haberman Survival,3,0.5,0.7104575163398693,-0.1850394588864706
Haberman Survival,3,0.6,0.711764705882353,-0.18431737548563681
Haberman Survival,3,0.7,0.7065359477124182,-0.18360491122469494
Haberman Survival,3,0.8,0.7052287581699346,-0.18300866091184578
Haberman Survival,3,0.9,0.7091503267973855,-0.18263309091904478
Haberman Survival,3,1.0,0.711764705882353,-0.18251333632577266
Haberman Survival,3,1.1,0.7156862745098039,-0.1825947095381849
Haberman Survival,3,1.2,0.7183006535947712,-0.1827878380131193
Haberman Survival,3,1.3,0.7156862745098039,-0.1830289937085172
Haberman Survival,3,1.4,0.7196078431372549,-0.18329192720976642
Haberman Survival,3,1.5,0.7183006535947712,-0.1835697957197544
Haberman Survival,3,1.6,0.7183006535947711,-0.183858956034476
Haberman Survival,3,1.7,0.7222222222222222,-0.184153663018387
Haberman Survival,3,1.8,0.7235294117647059,-0.18444692509332733
Haberman Survival,3,1.9,0.7235294117647059,-0.18473239743942413
Haberman Survival,3,2.0,0.7235294117647059,-0.18500540587058553
Haberman Survival,4,0.0,0.5764705882352941,-0.21742441124893228
Haberman Survival,4,0.1,0.5790849673202614,-0.21752755333167662
Haberman Survival,4,0.2,0.5751633986928104,-0.21764193916089575
Haberman Survival,4,0.3,0.5764705882352941,-0.21776888609390088
Haberman Survival,4,0.4,0.5712418300653594,-0.2179097602976221
Haberman Survival,4,0.5,0.5738562091503268,-0.21806589852109742
Haberman Survival,4,0.6,0.5764705882352941,-0.21823847592457887
Haberman Survival,4,0.7,0.5790849673202614,-0.21842829793112523
Haberman Survival,4,0.8,0.5751633986928104,-0.21863549354269385
Haberman Survival,4,0.9,0.5699346405228758,-0.21885909738357834
Haberman Survival,4,1.0,0.5699346405228759,-0.21909653910027718
Haberman Survival,4,1.1,0.5699346405228758,-0.2193431253459802
Haberman Survival,4,1.2,0.5751633986928104,-0.21959170582990323
Haberman Survival,4,1.3,0.5751633986928104,-0.21983282664055945
Haberman Survival,4,1.4,0.5725490196078431,-0.2200556787231432
Haberman Survival,4,1.5,0.5764705882352941,-0.22024986729735582
Haberman Survival,4,1.6,0.5816993464052288,-0.22040740382602972
Haberman Survival,4,1.7,0.5790849673202614,-0.22052380383576622
Haberman Survival,4,1.8,0.5856209150326797,-0.22059770356855377
Haberman Survival,4,1.9,0.5908496732026144,-0.22063012071991922
Haberman Survival,4,2.0,0.592156862745098,-0.22062527836348622
Banknote Auth,0,0.0,1.0,-0.000760610290538268
Banknote Auth,0,0.1,1.0,-0.0007617970783086276
Banknote Auth,0,0.2,1.0,-0.0007636145785057104
Banknote Auth,0,0.3,1.0,-0.0007666924886419468
Banknote Auth,0,0.4,1.0,-0.0007727993756616877
Banknote Auth,0,0.5,1.0,-0.0007888814128841239
Banknote Auth,0,0.6,1.0,-0.0008679778350614238
Banknote Auth,0,0.7,1.0,-0.0009220915192577397
Banknote Auth,0,0.8,1.0,-0.000675056855109653
Banknote Auth,0,0.9,1.0,-0.0006508317770328444
Banknote Auth,0,1.0,1.0,-0.0006417939146771404
Banknote Auth,0,1.1,1.0,-0.0006370523284778654
Banknote Auth,0,1.2,1.0,-0.0006341293954323574
Banknote Auth,0,1.3,1.0,-0.0006321466378743821
Banknote Auth,0,1.4,1.0,-0.000630713139832157
Banknote Auth,0,1.5,1.0,-0.0006296283870520121
Banknote Auth,0,1.6,1.0,-0.0006287788972972457
Banknote Auth,0,1.7,1.0,-0.0006280956139886041
Banknote Auth,0,1.8,1.0,-0.0006275341015788975
Banknote Auth,0,1.9,1.0,-0.000627064469581533
Banknote Auth,0,2.0,1.0,-0.0006266658709669191
Banknote Auth,1,0.0,1.0,-0.0015497710745605191
Banknote Auth,1,0.1,1.0,-0.0015497710745605191
Banknote Auth,1,0.2,1.0,-0.0015497710745605191
Banknote Auth,1,0.3,1.0,-0.0015497710745605191
Banknote Auth,1,0.4,1.0,-0.0015497710745605191
Banknote Auth,1,0.5,1.0,-0.0015497710745605191
Banknote Auth,1,0.6,1.0,-0.0015497710745605191
Banknote Auth,1,0.7,0.9997857066323798,-0.007419114727951093
Banknote Auth,1,0.8,0.9997857066323798,-0.007419114727956155
Banknote Auth,1,0.9,0.9997857066323798,-0.007419114727956155
Banknote Auth,1,1.0,0.9997857066323798,-0.007419114727956155
Banknote Auth,1,1.1,0.9997857066323798,-0.007419114727954891
Banknote Auth,1,1.2,0.9997857066323798,-0.007419114727956155
Banknote Auth,1,1.3,0.9997857066323798,-0.007419114727955522
Banknote Auth,1,1.4,0.9997857066323798,-0.007419114727955522
Banknote Auth,1,1.5,0.9997857066323798,-0.007419114727957592
Banknote Auth,1,1.6,0.9997857066323798,-0.007419114727956155
Banknote Auth,1,1.7,0.9997857066323798,-0.007419114727956791
Banknote Auth,1,1.8,0.9997857066323798,-0.007419114727956791
Banknote Auth,1,1.9,0.9997857066323798,-0.007419114727956791
Banknote Auth,1,2.0,0.9997857066323798,-0.007419114727956155
Banknote Auth,2,0.0,1.0,-0.003705722677959771
Banknote Auth,2,0.1,1.0,-0.0036594580616231246
Banknote Auth,2,0.2,1.0,-0.003594837905847194
Banknote Auth,2,0.3,1.0,-0.0034984566603476074
Banknote Auth,2,0.4,1.0,-0.0033401400795203674
Banknote Auth,2,0.5,1.0,-0.003037272828527124
Banknote Auth,2,0.6,1.0,-0.002316273206173087
Banknote Auth,2,0.7,1.0,-0.0011187565964666192
Banknote Auth,2,0.8,1.0,-0.0009649618326575863
Banknote Auth,2,0.9,1.0,-0.000969469553622111
Banknote Auth,2,1.0,1.0,-0.0009779472784991546
Banknote Auth,2,1.1,1.0,-0.0009849065188015046
Banknote Auth,2,1.2,1.0,-0.000990317878394218
Banknote Auth,2,1.3,1.0,-0.000994559136172055
Banknote Auth,2,1.4,1.0,-0.0009979447632360383
Banknote Auth,2,1.5,1.0,-0.0010006988137000324
Banknote Auth,2,1.6,1.0,-0.001002977856438453
Banknote Auth,2,1.7,1.0,-0.001004892470529058
Banknote Auth,2,1.8,1.0,-0.001006522210041871
Banknote Auth,2,1.9,1.0,-0.0010079254553555493
Banknote Auth,2,2.0,1.0,-0.0010091458735710084
Banknote Auth,3,0.0,1.0,-0.001690992247289016
Banknote Auth,3,0.1,1.0,-0.001692477661603873
Banknote Auth,3,0.2,1.0,-0.0016947315947103132
Banknote Auth,3,0.3,1.0,-0.001698480016026269
Banknote Auth,3,0.4,1.0,-0.0017056440553458495
Banknote Auth,3,0.5,1.0,-0.001722923354796806
Banknote Auth,3,0.6,1.0,-0.0017872536538196216
Banknote Auth,3,0.7,1.0,-0.0014011326444327969
Banknote Auth,3,0.8,1.0,-0.0016988368561651574
Banknote Auth,3,0.9,1.0,-0.0017768576904689522
Banknote Auth,3,1.0,1.0,-0.0018019531466262593
Banknote Auth,3,1.1,1.0,-0.001814144564800041
Banknote Auth,3,1.2,1.0,-0.0018213221661183326
Banknote Auth,3,1.3,1.0,-0.0018260448899800716
Banknote Auth,3,1.4,1.0,-0.001829386160125539
Banknote Auth,3,1.5,1.0,-0.0018318739717007872
Banknote Auth,3,1.6,1.0,-0.0018337979351877476
Banknote Auth,3,1.7,1.0,-0.001835330055568888
Banknote Auth,3,1.8,1.0,-0.001836578885142827
Banknote Auth,3,1.9,1.0,-0.0018376162947531336
Banknote Auth,3,2.0,1.0,-0.0018384917526537718
Banknote Auth,4,0.0,1.0,-0.003236532542152526
Banknote Auth,4,0.1,1.0,-0.0032289585239217225
Banknote Auth,4,0.2,1.0,-0.003218427603924888
Banknote Auth,4,0.3,1.0,-0.0032028025595532113
Banknote Auth,4,0.4,1.0,-0.003177269490985728
Banknote Auth,4,0.5,1.0,-0.0031284665244604945
Banknote Auth,4,0.6,1.0,-0.0030071281577094123
Banknote Auth,4,0.7,1.0,-0.0013994041330330795
Banknote Auth,4,0.8,1.0,-0.0008886395710628617
Banknote Auth,4,0.9,1.0,-0.0008846473492655508
Banknote Auth,4,1.0,1.0,-0.0008852309388943525
Banknote Auth,4,1.1,1.0,-0.0008859951185587287
Banknote Auth,4,1.2,1.0,-0.0008866233079374673
Banknote Auth,4,1.3,1.0,-0.0008871175804712804
Banknote Auth,4,1.4,1.0,-0.0008875092055939504
Banknote Auth,4,1.5,1.0,-0.0008878246596874373
Banknote Auth,4,1.6,1.0,-0.0008880831828229292
Banknote Auth,4,1.7,1.0,-0.000888298442505151
Banknote Auth,4,1.8,1.0,-0.0008884802221612132
Banknote Auth,4,1.9,1.0,-0.0008886356389989824
Banknote Auth,4,2.0,1.0,-0.0008887699649528989
Blood Transfusion,0,0.0,0.7192546583850931,-0.15358176898016582
Blood Transfusion,0,0.1,0.7187577639751552,-0.15358607296213322
Blood Transfusion,0,0.2,0.7190062111801242,-0.15359130765481538
Blood Transfusion,0,0.3,0.7187577639751551,-0.15359777683155712
Blood Transfusion,0,0.4,0.7187577639751551,-0.15360592242995577
Blood Transfusion,0,0.5,0.7187577639751552,-0.15361640862577106
Blood Transfusion,0,0.6,0.7195031055900621,-0.15363027283970665
Blood Transfusion,0,0.7,0.72,-0.1536492125922315
Blood Transfusion,0,0.8,0.7192546583850931,-0.15367616850663618
Blood Transfusion,0,0.9,0.7199999999999999,-0.1537166114190767
Blood Transfusion,0,1.0,0.7204968944099378,-0.15378169182220638
Blood Transfusion,0,1.1,0.7214906832298137,-0.15389700821825691
Blood Transfusion,0,1.2,0.7219875776397515,-0.1541312500655551
Blood Transfusion,0,1.3,0.7192546583850931,-0.15470775310305035
Blood Transfusion,0,1.4,0.7122981366459626,-0.15646200922628956
Blood Transfusion,0,1.5,0.7070807453416148,-0.16130626627731584
Blood Transfusion,0,1.6,0.7006211180124223,-0.16637359689475908
Blood Transfusion,0,1.7,0.693167701863354,-0.16829602676966332
Blood Transfusion,0,1.8,0.6894409937888198,-0.1697146503842778
Blood Transfusion,0,1.9,0.6901863354037266,-0.17101520549340335
Blood Transfusion,0,2.0,0.6884472049689441,-0.17202568693147796
Blood Transfusion,1,0.0,0.7839912280701754,-0.1453376141954846
Blood Transfusion,1,0.1,0.782285575048733,-0.1453049870230357
Blood Transfusion,1,0.2,0.7822855750487329,-0.14527463366334847
Blood Transfusion,1,0.3,0.7820419103313839,-0.14524771618661012
Blood Transfusion,1,0.4,0.7825292397660819,-0.1452258105277625
Blood Transfusion,1,0.5,0.782041910331384,-0.14521105934802336
Blood Transfusion,1,0.6,0.782041910331384,-0.1452063808740746
Blood Transfusion,1,0.7,0.7810672514619883,-0.14521574763018433
Blood Transfusion,1,0.8,0.7803362573099415,-0.14524454147135082
Blood Transfusion,1,0.9,0.7805799220272904,-0.14529996552957092
Blood Transfusion,1,1.0,0.7805799220272904,-0.14539143083107314
Blood Transfusion,1,1.1,0.7805799220272905,-0.145530711749123
Blood Transfusion,1,1.2,0.7815545808966862,-0.1457314746913524
Blood Transfusion,1,1.3,0.7805799220272905,-0.14600760523355913
Blood Transfusion,1,1.4,0.7778996101364523,-0.14636984031409617
Blood Transfusion,1,1.5,0.7791179337231969,-0.14682094622064473
Blood Transfusion,1,1.6,0.7791179337231968,-0.14735116039301616
Blood Transfusion,1,1.7,0.7769249512670566,-0.14793686744022544
Blood Transfusion,1,1.8,0.7740009746588694,-0.14854468111290017
Blood Transfusion,1,1.9,0.7691276803118907,-0.14913982016672575
Blood Transfusion,1,2.0,0.7671783625730993,-0.14969457984150514
Blood Transfusion,2,0.0,0.7751552795031055,-0.1516626628531186
Blood Transfusion,2,0.1,0.7741614906832296,-0.15148003182038058
Blood Transfusion,2,0.2,0.773664596273292,-0.1512817484080534
Blood Transfusion,2,0.3,0.7736645962732918,-0.15106817156501748
Blood Transfusion,2,0.4,0.7714285714285714,-0.1508410312133896
Blood Transfusion,2,0.5,0.7706832298136645,-0.1506040718876981
Blood Transfusion,2,0.6,0.7709316770186335,-0.15036352342560008
Blood Transfusion,2,0.7,0.7709316770186336,-0.15012765197841124
Blood Transfusion,2,0.8,0.7724223602484472,-0.14990402453106597
Blood Transfusion,2,0.9,0.7721739130434782,-0.14969344681270166
Blood Transfusion,2,1.0,0.7721739130434783,-0.14948456312856745
Blood Transfusion,2,1.1,0.7711801242236025,-0.14927012540112614
Blood Transfusion,2,1.2,0.7706832298136644,-0.14913341249490103
Blood Transfusion,2,1.3,0.7751552795031055,-0.14940667731115387
Blood Transfusion,2,1.4,0.7711801242236025,-0.1506062031591674
Blood Transfusion,2,1.5,0.7669565217391304,-0.15287061631552618
Blood Transfusion,2,1.6,0.7632298136645962,-0.15570196391236701
Blood Transfusion,2,1.7,0.7607453416149068,-0.15848327490599726
Blood Transfusion,2,1.8,0.7607453416149068,-0.16088527305758565
Blood Transfusion,2,1.9,0.7577639751552795,-0.16283899121783274
Blood Transfusion,2,2.0,0.7575155279503105,-0.1643933510901754
Blood Transfusion,3,0.0,0.706832298136646,-0.15821778663216013
Blood Transfusion,3,0.1,0.7085714285714285,-0.15793687400464965
Blood Transfusion,3,0.2,0.7093167701863354,-0.15764012019126789
Blood Transfusion,3,0.3,0.7103105590062112,-0.15732739040536625
Blood Transfusion,3,0.4,0.7120496894409939,-0.15699893870877857
Blood Transfusion,3,0.5,0.7118012422360249,-0.1566555625595437
Blood Transfusion,3,0.6,0.7147826086956521,-0.15629879442124936
Blood Transfusion,3,0.7,0.7157763975155279,-0.15593112847886986
Blood Transfusion,3,0.8,0.7160248447204969,-0.1555562707552604
Blood Transfusion,3,0.9,0.7182608695652174,-0.15517938433552125
Blood Transfusion,3,1.0,0.7214906832298136,-0.1548072766493265
Blood Transfusion,3,1.1,0.724472049689441,-0.15444844456248005
Blood Transfusion,3,1.2,0.7262111801242237,-0.1541128643100114
Blood Transfusion,3,1.3,0.7291925465838509,-0.15381140821516576
Blood Transfusion,3,1.4,0.7314285714285714,-0.1535548234129645
Blood Transfusion,3,1.5,0.7356521739130436,-0.15335235524291782
Blood Transfusion,3,1.6,0.7341614906832299,-0.153210339179887
Blood Transfusion,3,1.7,0.7363975155279503,-0.15313133004961027
Blood Transfusion,3,1.8,0.7391304347826088,-0.1531143924242788
Blood Transfusion,3,1.9,0.7401242236024844,-0.15315685376541366
Blood Transfusion,3,2.0,0.7396273291925465,-0.15325715391373196
Blood Transfusion,4,0.0,0.709192546583851,-0.15714187924783254
Blood Transfusion,4,0.1,0.7101863354037268,-0.15697022493551965
Blood Transfusion,4,0.2,0.7111801242236024,-0.15677760876472924
Blood Transfusion,4,0.3,0.7116770186335404,-0.15656040856771913
Blood Transfusion,4,0.4,0.712670807453416,-0.15631434421506882
Blood Transfusion,4,0.5,0.7131677018633541,-0.15603451358358011
Blood Transfusion,4,0.6,0.713416149068323,-0.15571572018627877
Blood Transfusion,4,0.7,0.7151552795031056,-0.15535357519326462
Blood Transfusion,4,0.8,0.7156521739130435,-0.15494753454005614
Blood Transfusion,4,0.9,0.7159006211180124,-0.15450837766899228
Blood Transfusion,4,1.0,0.7191304347826087,-0.15407405262343435
Blood Transfusion,4,1.1,0.7188819875776398,-0.1537334816394839
Blood Transfusion,4,1.2,0.7211180124223602,-0.15363111625653075
Blood Transfusion,4,1.3,0.7201242236024845,-0.15388684283890516
Blood Transfusion,4,1.4,0.718136645962733,-0.15445831384769254
Blood Transfusion,4,1.5,0.7149068322981367,-0.15517024115347197
Blood Transfusion,4,1.6,0.7131677018633541,-0.15590490274039073
Blood Transfusion,4,1.7,0.709689440993789,-0.15665830493968344
Blood Transfusion,4,1.8,0.7064596273291925,-0.15745965959222238
Blood Transfusion,4,1.9,0.7072049689440995,-0.15831320300099838
Blood Transfusion,4,2.0,0.7049689440993789,-0.15919560448055983
Tic-Tac-Toe,0,0.0,0.9998805970149254,-0.04097965422146776
Tic-Tac-Toe,0,0.1,1.0,-0.04018644514239656
Tic-Tac-Toe,0,0.2,1.0,-0.03916547204864414
Tic-Tac-Toe,0,0.3,1.0,-0.03780884819518002
Tic-Tac-Toe,0,0.4,1.0,-0.0359366810108255
Tic-Tac-Toe,0,0.5,1.0,-0.033245606850697815
Tic-Tac-Toe,0,0.6,1.0,-0.029293719936551024
Tic-Tac-Toe,0,0.7,1.0,-0.02427017125351677
Tic-Tac-Toe,0,0.8,1.0,-0.027619489521439083
Tic-Tac-Toe,0,0.9,1.0,-0.08191073581857278
Tic-Tac-Toe,0,1.0,0.9811343283582089,-0.1285532366829184
Tic-Tac-Toe,0,1.1,0.9499701492537314,-0.14514053971237917
Tic-Tac-Toe,0,1.2,0.9299104477611941,-0.1518119044315627
Tic-Tac-Toe,0,1.3,0.9179701492537313,-0.15505648449609827
Tic-Tac-Toe,0,1.4,0.9111641791044776,-0.15686619277931005
Tic-Tac-Toe,0,1.5,0.9074626865671641,-0.15797816155722338
Tic-Tac-Toe,0,1.6,0.9043582089552239,-0.15871150339910242
Tic-Tac-Toe,0,1.7,0.9007761194029851,-0.15922178178779278
Tic-Tac-Toe,0,1.8,0.8985074626865672,-0.15959203848635153
Tic-Tac-Toe,0,1.9,0.8975522388059701,-0.159869868425682
Tic-Tac-Toe,0,2.0,0.8965970149253731,-0.16008415031672754
Tic-Tac-Toe,1,0.0,0.9977152477152478,-0.04572485188856188
Tic-Tac-Toe,1,0.1,0.997955747955748,-0.04501663181436429
Tic-Tac-Toe,1,0.2,0.9980759980759981,-0.0441028908369104
Tic-Tac-Toe,1,0.3,0.9983164983164984,-0.042882638577029196
Tic-Tac-Toe,1,0.4,0.9986772486772487,-0.04118083717052815
Tic-Tac-Toe,1,0.5,0.9995189995189996,-0.03867773524648518
Tic-Tac-Toe,1,0.6,1.0,-0.03479554355357378
Tic-Tac-Toe,1,0.7,1.0,-0.029069721835088574
Tic-Tac-Toe,1,0.8,1.0,-0.03127179689239846
Tic-Tac-Toe,1,0.9,0.9984367484367485,-0.09740643350083983
Tic-Tac-Toe,1,1.0,0.9663299663299663,-0.13848260751741148
Tic-Tac-Toe,1,1.1,0.940957190957191,-0.14953987132925084
Tic-Tac-Toe,1,1.2,0.9285714285714285,-0.15339966431342233
Tic-Tac-Toe,1,1.3,0.9231601731601732,-0.15509273670252277
Tic-Tac-Toe,1,1.4,0.9202741702741704,-0.1559541730447095
Tic-Tac-Toe,1,1.5,0.9183501683501684,-0.15643852499251112
Tic-Tac-Toe,1,1.6,0.9175084175084175,-0.1567307438132309
Tic-Tac-Toe,1,1.7,0.9165464165464166,-0.15691635602004375
Tic-Tac-Toe,1,1.8,0.9157046657046657,-0.1570388680992101
Tic-Tac-Toe,1,1.9,0.9153439153439153,-0.15712209961851573
Tic-Tac-Toe,1,2.0,0.9148629148629149,-0.15717987421740984
Tic-Tac-Toe,2,0.0,0.9997611940298508,-0.04384347626537904
Tic-Tac-Toe,2,0.1,0.9998805970149254,-0.04258006582228929
Tic-Tac-Toe,2,0.2,0.9998805970149254,-0.04099873844237144
Tic-Tac-Toe,2,0.3,1.0,-0.03897632597259564
Tic-Tac-Toe,2,0.4,1.0,-0.03633146279114969
Tic-Tac-Toe,2,0.5,1.0,-0.032811060533366604
Tic-Tac-Toe,2,0.6,1.0,-0.028148152069349498
Tic-Tac-Toe,2,0.7,1.0,-0.02249535296259401
Tic-Tac-Toe,2,0.8,1.0,-0.01817747358578096
Tic-Tac-Toe,2,0.9,1.0,-0.025049951034500934
Tic-Tac-Toe,2,1.0,1.0,-0.06480552600058938
Tic-Tac-Toe,2,1.1,0.9921194029850746,-0.11126881538495688
